year,statement
2001,"These representations are listed below: Additional Intelligence the CIA Has Attributed to the Effectiveness ofthe CIA's Enhanced Interrogation Techniques The Identification of Khalid Shaykh Mohammad (KSM) as the Mastermind 1 of the September 11, 2001, Attacks 2 The Identification of KSM's ""Mukhtar"" Alias 3 The Capture of Ramzi bin al-Shibh 4 The Capture of KSM 5 The Capture of Majid Khan 6 The Thwarting of the Camp Lemonier Plotting The Assertion That Enhanced Interrogation Techniques Help Validate 7 Sources 8 The Identification and Arrests of Uzhair and Saifullah Paracha 9 Critical Intelligence Alerting the CIA to Jaffar al-Tayyar 10 The Identification and Arrest of Saleh al-Marri 11 The Collection of Critical Tactical Intelligence on Shkai, Pakistan 12 Information on the Facilitator That Led to the UBL Operation (050744Z SEP 06); 2215 (051248Z SEP 06) The CIA's June 2013 Response states: ""our review showed that the Study failed to include examples of important information acquired from detainees that CIA cited more frequently and prominently in its representations than several of the cases the autliors chose to include."""
2001,"""^^ Despite the CIA's previous statements that coercive physical and psychological interrogation techniques ""result in false answers'""^^ and have ""proven to be ineffective,'""^^ as well as the aforementioned eai'ly November 2001 determination that ""[sjpecific methods of interrogation w[ould] be permissible so long as they generally comport with commonly accepted practices deemed lawful by U.S. courts,""^^ by the end of November 2001, CIA officers had begun researching potential legal defenses for using interrogation techniques that were considered torture by foreign governments and a non-governmental organization."
2001,"The Identification of Khalid Shaykh Mohammad (KSM) as the Mastennind of the September 11, 2001, Attacks The CIA represented that CIA detainee Abu Zubaydah provided ""important"" and ""vital"" information by identifying Khalid Shaykh Mohammed (KSM) as the mastermind behind the attacks of September 11, 2 0 0 C I A Director Hayden told the Committee on April 12, 2007, that: ..it was Abu Zubaydah, early in his detention, who identified KSM as the mastermind of 9/11."
2001,"OnMarch 2001,theFBI openedaninternationalterrorisminvestigationtargetinglymanFaris.^^^^ AccordingtoCIA records, the ""predication of the [FBI] Faris investigation was information provided by [foreign] authorities that [revealed] Faris' telephone number had been called by Islamic extremists operating in France, Belgium, Turkey and Canada,"" including ""millennium bomber"" Ahmad Ressam.^^^^ Ressam, currently serving a 65-year U.S. prison term, was arrested on December 14, 1999, en route to Los Angeles International Airport with explosives in the trunk of his car."
2001,"DIRECTOR (III^II^EP 98), disseminated as Office of the Inspector General Report on CIA Central Intelligence Agency Accountability Regarding Findings and Conclusions of the Report of the Joint Inquiry Into Intelligence Community Activities Before and After the Terrorist Attacks of September 11, 2001 (DTS #2005-3477), pp."
2001,"The 9/11 Commission Report; Final Report of the National Commission on Terrorist Attacks Upon the United States^^T^ W t t M 64626 (131842Z SEP 01); 64627 (131843Z SEP 01) CIA Office of the Inspector General Report on CIA Accountability With Respect to the 9/11 Attacks, June 2005, p. 113 (DTS #200^4^^^^^^ from:^^^^H^|PI||||^^|; to: cc: [REDACTED], |m|||Hf[REDACTED]; subject: Re: RAMZI LEADS...; date: September 15, 2001, at 5:04:38 AM."
2001,"The documents prepared assert that Abu Zubaydah identified KSM as the ""mastermind"" of the September II, 2001, attacks after the use of the CIA's enhanced inteiTogation techniques."
2001,"While Abu Zubaydah did provide information on KSM's role in the September 11, 2001, attacks, this information was corroborative of information akeady in CIA databases and was obtained prior to the use of the CIA's enhanced inteiTogation techniques."
2001,"(U) The following describes information available to the CIA prior to the capture of Abu Zubaydah: • (U) Both the Congressional Joint Inquiry Into the Intelligence Community Activities Before and After the Ten'orist Attacks of September 11, 2001, and the CIA Office of the Inspector General Report on CIA Accountability With Respect to the 9/11 Attacks include lengthy chronologies of the Intelligence Community's interest in KSM prior to the attacks of September 11, 2001."
2001,"T h e Congressional Joint Inquiry further noted that information obtained prior to the September 11, 2001, attacks ""led the CIA to see KSM as part of Bin Ladin's organization."
2001,"""^^''^ There was also CIA reporting in 1998 that KSM was ""very close"" to On June 12, 2001, it was reported that ""Khaled"" was actively recruiting people to travel outside Afghanistan, including to the United States where colleagues were reportedly already in the country to meet them, to carry out terrorist-related activities for UBL."
2001,"According to the 9/11 Commission Report, the CIA presumed this ""Khaled"" was KSMJ^^""^ On September 12, 2001, a foreign government source, described as a member of al-Qa'ida, stated ""the 11 September attacks had been masterminded from Kabul by three people,"" to include ""Shaykh Khalid,"" who was related to Ramzi Yousef.^^^^ Also on September 12, 2001, a CIA officer familiar with KSM wrote a cable stating that ""[o]ne of the individuals who has the capability to organize the kind of strikes we saw in the World Trade Center and the Pentagon is Khahd Shaykh Mohammad."""
2001,"On September 15, 2001, a CIA officer wrote to a number of senior CTC officers, ""I would say the percentages are pretty high that Khalid Sheikh Mohammad is involved [in the September 11, 2001, attacks]."
2001,"Directorate of Operations Handbook, 50-2, Section XX(l)(a), updated October 9,2001."
2001,"{See Guidelines on Interrogations Conducted Pursuant to the Presidential Memorandum of Notification of 17 September 2001, signed by George Tenet, Director of Central Intelligence, January 28, 2003.)"
2001,"On October 16, 2001, an email from a CTC officer who had been tracking KSM since 1997, stated that although more proof was needed, ""I believe KSM may have been the mastermind behind the 9-11 attacks."
2001,"Joint Inquiry Into the Intelhgence Community Activities Before and After the Terrorist Attacks of September 11, 2001, Report of the Senate Select Committee on Intelhgence and the House Permanent Select Committee on Intelligence, December2002, pp."
2001,"While the speech provided no additional detail on the capture of bin al-Shibh, an internal email among senior CIA personnel provided additional background for Activities Before and After the Terrorist Attacks of September 11, 2001 (DTS #2005-3477), p."
2001,"The CIA Begins Training New Interrogators; Interrogation TechniquesNot Reviewedby the Department ofJustice Included in the Training Syllabus See Office of Inspector General Special Review of CounterterrorismDetention and Interrogation Activities (September2001-October2003),May7,2004,p.52."
2001,"Joint Inquii-y Into the Intelligence Community Activities Before and After the Terrorist Attacks of September 11, 2001, Report of the Senate Select Committee on Intelligence and the House Permanent Select Committee on Intelligence, Decenibe^002^^^ (DTS #2002-5162)."
2001,"XheCIAcablethen noted that, ""lj]ust to clarify, [the Indonesian speaking debriefer] then posed the same question in Indonesian,"" and ""[w]itliout pause, [Hambah] rephe^witf^direct contradiction, claiming tliat on 20 September 2001, he was in Karachi, not Qandahar."""
2001,"DIRECTOR (III^II^EP 98), disseminated as Office of the Inspector General Report on CIA Central Intelligence Agency Accountability Regarding Findings and Conclusions of the Report of the Joint Inquiry Into Intelligence Community Activities Before and After the Terrorist Attacks of September 11, 2001 (DTS #2005-3477), pp."
2001,"Attachment to Memorandum entitled, ""Approval to Establish a Detention Facility for Tenorists,"" CTC: 1026(138)701 fromJ.CoferBlack,DirectorofDCICounterterroristCenter,toDirectorofCentralIntelligencevia multipleparties,October25,2001; DraftofLegalAppendix,""HandlingInterrogations."""
2001,"The 9/11 Commission Report; Final Report of the National Commission on Terrorist Attacks Upon the United States^^T^ W t t M 64626 (131842Z SEP 01); 64627 (131843Z SEP 01) CIA Office of the Inspector General Report on CIA Accountability With Respect to the 9/11 Attacks, June 2005, p. 113 (DTS #200^4^^^^^^ from:^^^^H^|PI||||^^|; to: cc: [REDACTED], |m|||Hf[REDACTED]; subject: Re: RAMZI LEADS...; date: September 15, 2001, at 5:04:38 AM."
2001,"""^^ ACIADirectorateofOperationsHandbookfrom October 2001 states that the CIA does not engage in ""human rights violations,"" which it defined as: ""Torture, cruel, inhuman, degrading treatment or punishment, or prolonged detention without chargesortrial."""
2001,"CIA CTC internal email from: [REDACTED]; to multiple [REDACTED]; date: October 16, 2001, at 09:34:48 AM."
2001,"While CIA records indicate that Hassan Ghul did provide information on Shkai, Pakistan, a review of CIA records found that: (1) the vast majority of this information, including the identities, activities, and locations of senior al-Qa'ida operatives in Shkai, was provided prior to Hassan Ghul being subjected to the CIA's enhanced interrogation techniques; (2) CIA's HjjfjjlH assessed that Ghul's reporting prior to the use of the CIA's enhanced interrogation techniques contained sufficient detail to press the Pakistani and (3) tlie CIA assessed that the infonnation provided by Ghul corroborated earlier reporting that the Shkai valley of Pakistan served as al-Qa'ida's command and control center after the group's 2001 exodus from Afghanistan.^®^^ As an example of one of the CIA's representations on Shkai, Pakistan, and the effectiveness of the CIA's enhanced interrogation techniques, on March 2, 2005, the CIA responded to a request from the OLC ""for the intelligence the Agency obtained from detainees who, before their inteiTogations, were not providing any information of intelligence [value]."""
2001,"(TS/ //NF) A foreign government informed the CIA that in late December 2001, source, provided information on the attacks of September, 11, 2001, and stated, ""Khaiid Shayk Muhammad, the maternal uncle of Ramzi [YousefJ... was the person who supervised the 'final touches' of the operation."""
2001,"Further, the information was coiToborative ofinformation already in CIA databases.Prior to the information provided by Abu Zubaydah, the CIA had intelligence, including a cable from August 28, 2001, indicating that KSM was now being called ""Mukhtar."
2001,"While the speech provided no additional detail on the capture of bin al-Shibh, an internal email among senior CIA personnel provided additional background for Activities Before and After the Terrorist Attacks of September 11, 2001 (DTS #2005-3477), p."
2001,"Special Review, Counterterrorism Detention and Interrogation Activities (September 2001 - October 2003) (2003-7123-IG), 7 May 2004, (DTS #2004-2710)."
2001,"investigators and confirmed he withdrew from a shoe bomb operation with Richard Reid in December 2001.^^^^ On November 28, 2003, the United Kingdom provided a detailed account to the CIA on how investigative efforts in the United Kingdom led to the identification of Sajid Badat, noting that ""key aspects"" ofreportin^cquirc^ron^IA^.S."
2001,"Ramzi Bin Al-Shibh Provides Information While in Foreign Government Custody, Prior to Rendition to CIA Custody September 15, 2001, Ramzi bin al-Shibh was assessed by the CIA to be a facilitator for the September 11, 2001, attacksand an associate of the 9/11 hijackers.^^^ Whiletargetinganotherterrorist,HassanGhul,Hjj^lPakistaniofficials unexpectedly captured bin al-Shibh during raids in Pakistan on Septemberll^2002.^^® On September |||, 2002, bin al-Shibh was rendered to a foreign government, Approximately five months later, on February | , 2003, bin al-Shibh was rendered from the custody of to CIA custody, becoming the 41®' CIA detainee.^^^ As with Abu Zubaydah and 'Abd al-Rahim al-Nashiri, personnel at CIA Headquarters- -often in ALEC Station—overestimated the information bin al-Shibh would have access to within al-Qa'ida, writing that bin al-Shibh ""likely has critical information on upcoming attacks and locations of senior al-Qa'ida operatives."
2001,"SeeReportofAudit, CIA-controlled Detention Facilities Operated Under the 17 September 2001 Memorandum of Notification, Report No.2005-0017-AS,June14,2006,atDTS#2006-2793."
