serial,opeid,institution,address,city,state,zip,repayment_borrowers,default_borrowers,default_rate,borrower_default_count_240,principal_outstanding_240
2871,277500,Molloy College,1000 Hempstead Avenue,Rockville Centre,NY,11570-1100,65,4,6.15%,143,225655
2874,277800,Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,12550-3494,54,10,18.52%,73,106532
2764,702600,Mount Sinai School of Medicine,One Gustave L Levy Place,New York,NY,10029-6500,53,1,1.89%,13,167203
2876,287300,Nassau Community College,1 Education Drive,Garden City,NY,11530-6793,41,19,46.34%,54,82628
2878,277900,Nazareth College of Rochester,4245 East Avenue,Rochester,NY,14618-3790,190,13,6.84%,49,56298
2879,2066200,New School  The,66 West 12th Street,New York,NY,10011-8603,343,57,16.62%,778,1740118
2736,1227700,New York Chiropractic College,2360 State Route 89,Seneca Falls,NY,13148-0800,117,5,4.27%,24,112329
2881,274900,New York College of Podiatric Medicine,53 East 124th Street,New York,NY,10035-1940,58,4,6.90%,71,395583
2885,278200,New York Institute of Technology,2 Northern Boulevard,Old Westbury,NY,11568-8000,465,66,14.19%,735,1845652
2886,278300,New York Law School,185 West Broadway,New York,NY,10013-2960,74,10,13.51%,178,737325
2887,278400,New York Medical College,Administration Building,Valhalla,NY,10595-1600,105,3,2.86%,16,478698
2892,278500,New York University,70 Washington Square South,New York,NY,10012-1091,1953,150,7.68%,3541,10380002
2894,287400,Niagara County Community College,3111 Saunders Settlement Road,Sanborn,NY,14132-9460,3,1,33.33%,3,1700
2895,278800,Niagara University,Lewiston Road,Niagara University,NY,14109-2010,307,38,12.38%,240,397479
2896,711100,North Country Community College,23 Santanoni Avenue,Saranac Lake,NY,12983-2046,0,0,0%,50,32631
2897,278900,Notre Dame College of St Johns University,300 Howard Avenue,Staten Island,NY,10301,0,0,0%,20,13552
2898,279000,Nyack College,One South Boulevard,Nyack,NY,10960-3698,33,5,15.15%,181,215996
2903,287600,Orange County Community College,115 South Street,Middletown,NY,10940-6441,78,23,29.49%,63,123235
8892,2104300,Otsego Delaware Schoharie Greene BOCES,2020 Jump Brook Road,Grand Gorge,NY,12134-0000,42,2,4.76%,0,0
2905,279100,Pace University,One Pace Plaza,New York,NY,10038-1598,497,61,12.27%,860,2331151
2908,279500,Paul Smith's College of Arts & Sciences,Route 86 & 30,Paul Smiths,NY,12970-0000,114,26,22.81%,161,233063
2911,279600,Polytechnic Institute of New York University,6 Metrotech Center,Brooklyn,NY,11201-3840,149,20,13.42%,357,812787
2913,279800,Pratt Institute,200 Willoughby Avenue,Brooklyn,NY,11205-3899,476,61,12.82%,1617,2986918
2926,397800,Rabbinical Seminary of America,76-01 147th Street,Flushing,NY,11367-3148,0,0,0%,6,8328
2934,280300,Rensselaer Polytechnic Institute,110 Eighth Street,Troy,NY,12180-3590,541,13,2.40%,238,1128911
2938,280500,Roberts Wesleyan College,2301 Westside Drive,Rochester,NY,14624-1997,168,24,14.29%,242,385916
2940,280600,Rochester Institute of Technology,1 Lomb Memorial Drive,Rochester,NY,14623-5608,848,63,7.43%,1018,3589857
2941,287700,Rockland Community College,145 College Road,Suffern,NY,10901-3611,0,0,0%,71,38244
2943,281000,Sage Colleges,65 First Street,Troy,NY,12180-4199,178,28,15.73%,341,630529
2949,282000,Saint Francis College,180 Remsen Street,Brooklyn Heights,NY,11201-4398,53,13,24.53%,50,78978
2951,282100,Saint John Fisher College,3690 East Avenue,Rochester,NY,14618-3597,249,13,5.22%,323,444110
2952,282300,Saint John's University,8000 Utopia Parkway,Jamaica,NY,11439-1343,717,75,10.46%,1296,3127930
2953,282500,Saint Joseph's College,245 Clinton Avenue,Brooklyn,NY,11205-3688,66,16,24.24%,56,188953
2955,283200,Saint Thomas Aquinas College,125 Route 340,Sparkill,NY,10976-1050,62,16,25.81%,49,71991
2958,281300,Sarah Lawrence College,One Mead Way,Bronxville,NY,10708-5999,99,5,5.05%,64,181334
2961,678500,Schenectady County Community College,78 Washington Avenue,Schenectady,NY,12305-2294,0,0,0%,78,53622
2963,746800,School of Visual Arts,209 East 23rd Street,New York,NY,10010-3994,262,26,9.92%,523,910345
2966,281600,Siena College,515 Loudon Road,Loudonville,NY,12211-1462,193,22,11.40%,54,159794
2967,281400,Skidmore College,815 North Broadway,Saratoga Springs,NY,12866-1632,46,5,10.87%,93,389300
2947,281700,St. Bonaventure University,3261 West State Road,St. Bonaventure,NY,14778-2284,160,19,11.88%,249,458325
2954,282900,St. Lawrence University,Romoda Drive,Canton,NY,13617-1455,69,4,5.80%,70,240436
2982,283500,State University of New York at Albany,1400 Washington Avenue,Albany,NY,12222-0001,783,86,10.98%,909,1767626
2984,283700,State University of New York at Buffalo,501 Capen Hall,Buffalo,NY,14260-0001,1318,95,7.21%,1341,2089055
2980,285800,State University of New York at Farmingdale,2350 Broadhollow Road  Route 110,Farmingdale,NY,11735-1021,121,22,18.18%,696,1069918
2993,284600,State University of New York at New Paltz,75 South Manheim Boulevard,New Paltz,NY,12561-2499,316,28,8.86%,645,966669
2986,283800,State University of New York at Stony Brook,310 Administration Building,Stony Brook,NY,11794-0701,457,41,8.97%,723,1103683
2997,284900,State University of New York College at Plattsburgh,101 Broad Street,Plattsburgh,NY,12901-2681,176,22,12.50%,273,397754
2985,285000,State University of New York College at Potsdam,44 Pierrepont Avenue,Potsdam,NY,13676-2294,215,18,8.37%,333,564615
2999,283900,State University of New York Downstate Medical Center,450 Clarkson Avenue,Brooklyn,NY,11203-2098,205,2,0.98%,66,242728
2972,1167800,State University of New York Institute of Technology at Utica - Rome,100 Seymour Road,Utica,NY,13502-1311,36,3,8.33%,60,93133
3001,284000,State University of New York Upstate Medical University,750 East Adams Street,Syracuse,NY,13210-2375,68,1,1.47%,17,44892
2975,287900,Sullivan County Community College - SUNY Office of Community Colleges,112 College Road,Loch Sheldrake,NY,12759-5151,32,11,34.38%,270,456273
2991,284400,SUNY at Fredonia,280 Central Avenue,Fredonia,NY,14063-1145,342,25,7.31%,430,593459
2988,284100,SUNY College at Brockport,350 New Campus Drive,Brockport,NY,14420-2914,425,27,6.35%,722,1107694
2989,284200,SUNY College at Buffalo,1300 Elmwood Avenue,Buffalo,NY,14222-1095,400,41,10.25%,882,1975140
2990,284300,SUNY College at Cortland,Miller Administration Building,Cortland,NY,13045-0900,213,7,3.29%,161,204449
2992,284500,SUNY College at Geneseo,1 College Circle,Geneseo,NY,14454-1401,297,16,5.39%,256,399548
2994,710900,SUNY College at Old Westbury,Route 107,Old Westbury,NY,11568-0210,77,13,16.88%,144,136044
2995,284700,SUNY College at Oneonta,Ravine Parkway,Oneonta,NY,13820-4015,343,29,8.45%,513,1096709
2996,284800,SUNY College at Oswego,7060 State Route 104,Oswego,NY,13126-3599,397,41,10.33%,622,887485
2998,679100,SUNY College at Purchase,735 Anderson Hill Road,Purchase,NY,10577-1400,42,5,11.90%,162,256100
2978,285600,SUNY College of Agriculture & Technology at Cobleskill,106 Suffolk Circle,Cobleskill,NY,12043-9986,201,33,16.42%,298,373744
2981,285900,SUNY College of Agriculture & Technology at Morrisville,Whipple Administration Building,Morrisville,NY,13408-0901,168,28,16.67%,435,412875
2987,285100,SUNY College of Environment Science & Forestry,1 Forestry Drive,Syracuse,NY,13210-2778,64,4,6.25%,51,109157
2971,992900,SUNY College of Optometry,33 West 42nd Street,New York,NY,10036-8003,52,0,0%,6,12552
2976,285400,SUNY College of Technology at Alfred,Alfred State College,Alfred,NY,14802-9951,209,27,12.92%,554,623893
2977,285500,SUNY College of Technology at Canton,Cornell Drive,Canton,NY,13617-1098,185,29,15.68%,430,529635
2979,285700,SUNY College of Technology at Delhi,2 Main Street,Delhi,NY,13753-1190,153,25,16.34%,345,429850
2789,1028600,SUNY Empire State College,Two Union Avenue,Saratoga Springs,NY,12866-4391,73,8,10.96%,88,189765
3000,285300,SUNY Maritime College,6 Pennyfield Avenue,Bronx,NY,10465-4198,49,7,14.29%,101,199605
3033,288100,SUNY Westchester Community College,75 Grasslands Road,Valhalla,NY,10595-1698,0,0,0%,206,213786
3004,288200,Syracuse University,Crouse Hinds Hall  Suite 600,Syracuse,NY,13244-2130,1039,49,4.72%,474,1847930
3007,397900,Teachers College  Columbia University,525 West 120th Street,New York,NY,10027-6696,84,5,5.95%,100,407022
3008,1103100,Technical Career Institutes,320 West 31st Street,New York,NY,10001-2789,30,16,53.33%,159,276305
3010,1014200,Touro College,27-33 West 23 Street,New York,NY,10010-4202,147,11,7.48%,172,260480
3016,288900,Union College,807 Union Street,Schenectady,NY,12308-2311,67,4,5.97%,94,458757
3017,289000,Union Theological Seminary,3041 Broadway,New York,NY,10027-5710,75,15,20.00%,78,285518
3020,289400,University of Rochester,240 Wallis Hall,Rochester,NY,14627-9000,577,21,3.64%,283,885460
3021,288300,Utica College,1600 Burrstone Road,Utica,NY,13502-4892,38,5,13.16%,173,163351
3023,289500,Vassar College,124 Raymond Avenue,Poughkeepsie,NY,12604-0008,170,7,4.12%,57,197217
2660,266500,Vaughn College of Aeronautics and Technology,86-01 23rd Avenue,Flushing,NY,11369-9997,0,0,0%,50,55112
3025,289600,Villa Maria College of Buffalo,240 Pine Ridge Road,Buffalo,NY,14225-3999,0,0,0%,17,19007
3028,289900,Wagner College,One Campus Road,Staten Island,NY,10301-4495,128,14,10.94%,211,446009
3032,290100,Wells College,Route 90  170 Main Street,Aurora,NY,13026-0500,60,7,11.67%,42,92839
3051,290300,Yeshiva University,500 West 185th Street,New York,NY,10033-3201,227,19,8.37%,289,756223
3053,1182100,Yeshivath Zichron Moshe,Laurel Park Road,South Fallsburg,NY,12779-0580,7,0,0%,0,0
6048,2152100,Academy of Court Reporting and Technology,2044 Euclid Avenue,Cleveland,OH,44115-2282,59,8,13.56%,72,64212
3227,301000,Antioch University,900 Dayton Street,Yellow Springs,OH,45387-1608,121,7,5.79%,559,1808711
3285,1289100,Antonelli College,124 E. 7th Street,Cincinnati,OH,45202-2592,4,0,0%,9,15682
3230,301200,Ashland University,401 College Avenue,Ashland,OH,44805-3799,127,32,25.20%,105,195635
3233,301400,Baldwin Wallace University,275 Eastland Road,Berea,OH,44017-2088,275,26,9.45%,125,246578
3237,301600,Bluffton University,1 University Drive,Bluffton,OH,45817-2104,167,37,22.16%,354,426176
3240,301800,Bowling Green State University,1001 East Wooster Street,Bowling Green,OH,43403-0001,418,98,23.44%,659,1410129
3265,485300,Bradford School,2469 Stelzer Road,Columbus,OH,43219-3129,80,10,12.50%,73,180572
3242,302300,Capital University,1 College and Main,Columbus,OH,43209-2394,188,26,13.83%,148,313858
3244,302400,Case Western Reserve University,10900 Euclid Avenue,Cleveland,OH,44106-7049,786,37,4.71%,197,511544
3245,302500,Cedarville University,251 North Main Street,Cedarville,OH,45314-8564,140,16,11.43%,101,216171
3276,304300,Chancellor University,6000 Lombardo Center,Seven Hills,OH,44131-5907,37,20,54.05%,306,284879
3251,1034500,Cincinnati State Technical & Community College,3520 Central Parkway,Cincinnati,OH,45223-2690,3,2,66.67%,0,0
3257,398200,Cleveland Institute of Art (The),11141 East Boulevard,Cleveland,OH,44106-1700,63,16,25.40%,129,262091
3258,303100,Cleveland Institute of Music (The),11021 East Boulevard,Cleveland,OH,44106-1776,52,4,7.69%,37,174503
3260,303200,Cleveland State University,2121 Euclid Avenue,Cleveland,OH,44115-2214,264,58,21.97%,1032,2749766
3261,303300,College of Mount Saint Joseph,5701 Delhi Road,Cincinnati,OH,45233-1670,152,19,12.50%,130,172025
3264,303700,College of Wooster (The),1189 Beall Avenue,Wooster,OH,44691-2363,133,13,9.77%,77,408243
3266,303900,Columbus College of Art & Design,107 North Ninth Street,Columbus,OH,43215-1758,44,8,18.18%,267,742553
3271,304000,Cuyahoga Community College,700 Carnegie Avenue,Cleveland,OH,44115-2878,0,0,0%,25,35025
3272,485500,Davis College,4747 Monroe Street,Toledo,OH,43623-4307,13,3,23.08%,171,114876
5103,2056800,Daymar College,1410 Industrial Drive,Chillicothe,OH,45601-1038,5,0,0%,42,29049
3274,304100,Defiance College,701 North Clinton,Defiance,OH,43512-1695,66,11,16.67%,127,215526
3275,304200,Denison University,100 West Loop,Granville,OH,43023-1329,46,4,8.70%,109,272388
3353,311400,Firelands Regional Medical Center,1912 Hayes Ave,Sandusky,OH,44870-4788,45,1,2.22%,5,5880
3262,303600,Franciscan University of Steubenville,1235 University Boulevard,Steubenville,OH,43952-1763,61,7,11.48%,84,115749
3290,304800,Heidelberg University,310 East Market Street,Tiffin,OH,44883-2462,168,42,25.00%,378,554347
3291,304900,Hiram College,State Route 700,Hiram,OH,44234-1808,106,29,27.36%,254,989816
4818,1313200,International College of Broadcasting,6 South Smithville Road,Dayton,OH,45431-1898,21,6,28.57%,35,155671
3298,305000,John Carroll University,20700 North Park Boulevard,University Heights,OH,44118-4581,259,15,5.79%,339,709121
3299,305100,Kent State University,Executive Office  2nd Floor Library,Kent,OH,44242-0001,1222,246,20.13%,2576,5127382
3300,306500,Kenyon College,Kenyon College,Gambier,OH,43022-9623,56,2,3.57%,58,137633
3301,703500,Kettering College,3737 Southern Boulevard,Kettering,OH,45429-1299,35,5,14.29%,27,44748
3303,306600,Lake Erie College,391 West Washington Street,Painesville,OH,44077-3389,77,20,25.97%,189,399162
6053,680400,Lakeland Community College,7700 Clocktower Drive,Kirtland,OH,44094-5198,6,3,50.00%,41,70124
3306,306800,Lorain County Community College,1005 N Abbe Road,Elyria,OH,44035-1691,0,0,0%,75,17256
5234,306900,Lourdes University,6832 Convent Boulevard,Sylvania,OH,43560-2898,41,11,26.83%,28,48611
3307,307200,Malone University,2600 Cleveland Avenue NW,Canton,OH,44709-3897,94,11,11.70%,147,186216
3310,307300,Marietta College,215 Fifth Street,Marietta,OH,45750-4033,186,13,6.99%,175,316104
3311,1073600,Marion Technical College,1467 Mt Vernon Avenue,Marion,OH,43302-5694,0,0,0%,3,991
3315,307700,Miami University,Roudebush Hall,Oxford,OH,45056-1831,315,53,16.83%,620,1391220
8246,3071900,Mount Carmel College of Nursing,127 South Davis Avenue,Columbus,OH,43222-1598,0,0,0%,1,1562
3322,708500,Mount Vernon Nazarene University,800 Martinsburg Road,Mount Vernon,OH,43050-9500,209,25,11.96%,176,205283
3324,308400,Muskingum University,163 Stormont Street,New Concord,OH,43762-1199,227,71,31.28%,223,374845
5236,2454400,Northeast Ohio Medical University,4209 State Route 44,Rootstown,OH,44272-9621,115,4,3.48%,6,21931
3330,308500,Notre Dame College of Ohio,4545 College Road,South Euclid,OH,44121-4293,35,9,25.71%,85,123517
3331,308600,Oberlin College,70 North Professor Street,Oberlin,OH,44074-1090,221,8,3.62%,579,1625947
3333,308800,Ohio College of Podiatric Medicine,6000 Rockside Woods Blvd,Independence,OH,44131-7304,81,2,2.47%,47,318573
3335,303500,Ohio Dominican University,1216 Sunbury Road,Columbus,OH,43219-2099,146,9,6.16%,124,199470
3337,308900,Ohio Northern University,525 South Main Street,Ada,OH,45810-1555,230,34,14.78%,429,867735
6748,2066100,Ohio State College of Barber Styling,4614 East Broad Street,Columbus,OH,43213-1301,6,0,0%,23,34847
3341,309000,Ohio State University (The),205 Bricker Hall,Columbus,OH,43210-1358,1355,139,10.26%,3523,6936334
3334,1174500,Ohio Technical College,1374 East 51st Street,Cleveland,OH,44103-1228,169,44,26.04%,685,706702
3342,310000,Ohio University,020 Chubb Hall,Athens,OH,45701-2979,458,69,15.07%,800,1444470
3344,310900,Ohio Wesleyan University,61 South Sandusky Street,Delaware,OH,43015-2398,230,31,13.48%,153,412350
3345,311000,Otterbein University,1 South Grove Street,Westerville,OH,43081-2006,199,31,15.58%,355,533066
3350,311300,Pontifical College Josephinum,7625 North High Street,Columbus,OH,43235-1498,10,1,10.00%,17,42605
3368,486600,Stautzenberger College,1796 Indian Wood Circle,Maumee,OH,43537-4007,0,0,0%,244,367882
3372,312100,Tiffin University,155 Miami Street,Tiffin,OH,44883-2161,36,11,30.56%,51,68258
5107,2054300,Trumbull Business College,3200 Ridge Road,Warren,OH,44484-3250,19,1,5.26%,110,100847
3375,1092300,Union Institute & University,440 East McMillan Street,Cincinnati,OH,45206-1925,111,20,18.02%,369,864749
3378,312300,University of Akron (The),302 Buchtel Avenue,Akron,OH,44325-4702,698,127,18.19%,1422,2251171
3379,312500,University of Cincinnati,2624 Clifton Avenue,Cincinnati,OH,45221-0125,1149,110,9.57%,2365,5591425
3380,312700,University of Dayton,300 College Park,Dayton,OH,45469-0002,432,26,6.02%,260,949289
3283,304500,University of Findlay (The),1000 North Main Street,Findlay,OH,45840-3695,192,33,17.19%,615,575638
3321,308300,University of Mount Union,1972 Clark Avenue,Alliance,OH,44601-3993,287,38,13.24%,200,279062
3356,311600,University of Rio Grande,218 North College Avenue,Rio Grande,OH,45674-3131,59,8,13.56%,116,168263
3381,313100,University of Toledo,2801 West Bancroft Street,Toledo,OH,43606-3390,825,98,11.88%,1068,2497532
3382,313300,Urbana University,579 College Way,Urbana,OH,43078-2091,245,118,48.16%,454,725543
3383,313400,Ursuline College,2550 Lander Road,Pepper Pike,OH,44124-4398,57,8,14.04%,114,133236
3385,313500,Walsh University,2020 East Maple Street,North Canton,OH,44720-3396,264,31,11.74%,221,311099
3390,314100,Wilberforce University,1055 North Bickett Road,Wilberforce,OH,45384-1001,139,57,41.01%,386,834669
3391,314200,Wilmington College,1870 Quaker Way,Wilmington,OH,45177-2499,213,24,11.27%,299,619235
3392,314300,Wittenberg University,200 West Ward Street,Springfield,OH,45501-2199,186,21,11.29%,167,475167
3393,307800,Wright State University,3640 Colonel Glenn Highway,Dayton,OH,45435-0002,549,74,13.48%,883,1788242
3394,314400,Xavier University,3800 Victory Parkway,Cincinnati,OH,45207-1035,263,29,11.03%,98,218923
3396,314500,Youngstown State University,One University Plaza,Youngstown,OH,44555-0001,138,21,15.22%,311,612774
3405,315000,Cameron University,2800 West Gore Boulevard,Lawton,OK,73505-6377,0,0,0%,48,50626
3406,317600,Carl Albert State College,1507 South McKenna,Poteau,OK,74953-5208,82,50,60.98%,262,598248
3414,315400,East Central University,1100 East 14th,Ada,OK,74820-6999,78,18,23.08%,393,604666
3415,315500,Eastern Oklahoma State College,1301 West Main,Wilburton,OK,74578-4999,0,0,0%,158,107726
